id_lista,nombre_representante,distrito_familia,producto,cantidad,prioridad,precio_soles,nombre_tienda,tipo,distrito_tienda,fecha
566,María Quispe,San Martín de Porres,Huevos (docena),1.0,Alta,11.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-22
567,José García,San Isidro,Tomate (kg),2.0,Media,2.4,Wong San Isidro,Supermercado,San Isidro,2025-03-22
568,Ana Torres,Pueblo Libre,Aceite (litro),1.0,Alta,9.0,Metro San Borja,Supermercado,San Borja,2025-03-21
569,Carlos López,San Borja,Azúcar (kg),2.0,Media,3.3,Bodega La Esquina,Bodega,Miraflores,2025-03-21
570,Laura Sánchez,Lince,Pasta (paquete),3.0,Baja,1.9,Tottus Lince,Supermercado,Lince,2025-03-21
571,Carla Huamán,Surquillo,Frijoles (kg),2.0,Alta,3.9,Mercado Surquillo,Mercado,Surquillo,2025-03-20
572,Ricardo López,Jesús María,Papa (kg),3.0,Media,1.0,Tottus Jesús María,Supermercado,Jesús María,2025-03-20
573,Sofía Vargas,La Molina,Cebolla (kg),2.0,Alta,1.4,Vivanda La Molina,Supermercado,La Molina,2025-03-20
574,Juan Carlos Díaz,San Miguel,Atún (lata),3.0,Media,5.3,Bodega San Miguel,Bodega,San Miguel,2025-03-19
575,Elena Rojas,Miraflores,Galletas (paquete),2.0,Baja,3.0,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-19
576,Pedro Castillo,San Martín de Porres,Jugo (litro),2.0,Media,4.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-19
577,Kevin Pardo,Miraflores,Café (paquete),1.0,Alta,13.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-18
578,María Quispe,San Martín de Porres,Té (paquete),1.0,Baja,2.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-18
579,José García,San Isidro,Harina (kg),2.0,Media,3.2,Wong San Isidro,Supermercado,San Isidro,2025-03-18
580,Ana Torres,Pueblo Libre,Sal (kg),1.0,Alta,0.5,Metro San Borja,Supermercado,San Borja,2025-03-17
581,Carlos López,San Borja,Mayonesa (frasco),1.0,Baja,5.0,Bodega La Esquina,Bodega,Miraflores,2025-03-17
582,Laura Sánchez,Lince,Ketchup (frasco),1.0,Media,4.0,Tottus Lince,Supermercado,Lince,2025-03-17
583,Carla Huamán,Surquillo,Lentejas (kg),2.0,Alta,3.8,Mercado Surquillo,Mercado,Surquillo,2025-03-16
584,Ricardo López,Jesús María,Shampoo (frasco),1.0,Baja,10.9,Tottus Jesús María,Supermercado,Jesús María,2025-03-16
585,Sofía Vargas,La Molina,Papel higiénico (paquete),2.0,Alta,7.5,Vivanda La Molina,Supermercado,La Molina,2025-03-16
586,Juan Carlos Díaz,San Miguel,Queso (kg),1.0,Media,18.9,Bodega San Miguel,Bodega,San Miguel,2025-03-15
587,Elena Rojas,Miraflores,Yogurt (unidad),3.0,Baja,2.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-15
588,Pedro Castillo,San Martín de Porres,Manzana (kg),2.0,Alta,5.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-15
589,Kevin Pardo,Miraflores,Arroz (kg),3.0,Alta,3.1,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-14
590,María Quispe,San Martín de Porres,Leche evaporada 400g,2.0,Media,2.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-14
591,José García,San Isidro,Pechuga de pollo (kg),2.0,Alta,10.6,Wong San Isidro,Supermercado,San Isidro,2025-03-14
592,Ana Torres,Pueblo Libre,Plátano (kg),2.0,Alta,1.7,Metro San Borja,Supermercado,San Borja,2025-03-13
593,Carlos López,San Borja,Detergente líquido 1L,1.0,Baja,6.8,Bodega La Esquina,Bodega,Miraflores,2025-03-13
594,Laura Sánchez,Lince,Huevos (docena),1.0,Alta,11.0,Tottus Lince,Supermercado,Lince,2025-03-13
595,Carla Huamán,Surquillo,Tomate (kg),2.0,Media,2.4,Mercado Surquillo,Mercado,Surquillo,2025-03-12
596,Ricardo López,Jesús María,Aceite (litro),1.0,Alta,9.0,Tottus Jesús María,Supermercado,Jesús María,2025-03-12
597,Sofía Vargas,La Molina,Azúcar (kg),2.0,Media,3.3,Vivanda La Molina,Supermercado,La Molina,2025-03-12
598,Juan Carlos Díaz,San Miguel,Pasta (paquete),3.0,Baja,1.9,Bodega San Miguel,Bodega,San Miguel,2025-03-11
599,Elena Rojas,Miraflores,Frijoles (kg),2.0,Alta,3.9,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-11
600,Pedro Castillo,San Martín de Porres,Papa (kg),3.0,Media,1.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-11
601,Kevin Pardo,Miraflores,Cebolla (kg),2.0,Alta,1.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-10
602,María Quispe,San Martín de Porres,Atún (lata),3.0,Media,5.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-10
603,José García,San Isidro,Galletas (paquete),2.0,Baja,3.0,Wong San Isidro,Supermercado,San Isidro,2025-03-10
604,Ana Torres,Pueblo Libre,Jugo (litro),2.0,Media,4.4,Metro San Borja,Supermercado,San Borja,2025-03-09
605,Carlos López,San Borja,Café (paquete),1.0,Alta,13.8,Bodega La Esquina,Bodega,Miraflores,2025-03-09
606,Laura Sánchez,Lince,Té (paquete),1.0,Baja,2.5,Tottus Lince,Supermercado,Lince,2025-03-09
607,Carla Huamán,Surquillo,Harina (kg),2.0,Media,3.2,Mercado Surquillo,Mercado,Surquillo,2025-03-08
608,Ricardo López,Jesús María,Sal (kg),1.0,Alta,0.5,Tottus Jesús María,Supermercado,Jesús María,2025-03-08
609,Sofía Vargas,La Molina,Mayonesa (frasco),1.0,Baja,5.0,Vivanda La Molina,Supermercado,La Molina,2025-03-08
610,Juan Carlos Díaz,San Miguel,Ketchup (frasco),1.0,Media,4.0,Bodega San Miguel,Bodega,San Miguel,2025-03-07
611,Elena Rojas,Miraflores,Lentejas (kg),2.0,Alta,3.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-07
612,Pedro Castillo,San Martín de Porres,Shampoo (frasco),1.0,Baja,10.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-07
613,Kevin Pardo,Miraflores,Papel higiénico (paquete),2.0,Alta,7.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-06
614,María Quispe,San Martín de Porres,Queso (kg),1.0,Media,18.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-06
615,José García,San Isidro,Yogurt (unidad),3.0,Baja,2.5,Wong San Isidro,Supermercado,San Isidro,2025-03-06
616,Ana Torres,Pueblo Libre,Manzana (kg),2.0,Alta,5.0,Metro San Borja,Supermercado,San Borja,2025-03-05
617,Carlos López,San Borja,Arroz (kg),3.0,Alta,3.1,Bodega La Esquina,Bodega,Miraflores,2025-03-05
618,Laura Sánchez,Lince,Leche evaporada 400g,2.0,Media,2.3,Tottus Lince,Supermercado,Lince,2025-03-05
619,Carla Huamán,Surquillo,Pechuga de pollo (kg),2.0,Alta,10.6,Mercado Surquillo,Mercado,Surquillo,2025-03-04
620,Ricardo López,Jesús María,Plátano (kg),2.0,Alta,1.7,Tottus Jesús María,Supermercado,Jesús María,2025-03-04
621,Sofía Vargas,La Molina,Detergente líquido 1L,1.0,Baja,6.8,Vivanda La Molina,Supermercado,La Molina,2025-03-04
622,Juan Carlos Díaz,San Miguel,Huevos (docena),1.0,Alta,11.0,Bodega San Miguel,Bodega,San Miguel,2025-03-03
623,Elena Rojas,Miraflores,Tomate (kg),2.0,Media,2.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-03
624,Pedro Castillo,San Martín de Porres,Aceite (litro),1.0,Alta,9.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-03
625,Kevin Pardo,Miraflores,Azúcar (kg),2.0,Media,3.3,Plaza Vea Miraflores,Supermercado,Miraflores,2025-03-02
626,María Quispe,San Martín de Porres,Pasta (paquete),3.0,Baja,1.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-03-02
627,José García,San Isidro,Frijoles (kg),2.0,Alta,3.9,Wong San Isidro,Supermercado,San Isidro,2025-03-02
628,Ana Torres,Pueblo Libre,Papa (kg),3.0,Media,1.0,Metro San Borja,Supermercado,San Borja,2025-03-01
629,Carlos López,San Borja,Cebolla (kg),2.0,Alta,1.4,Bodega La Esquina,Bodega,Miraflores,2025-03-01
630,Laura Sánchez,Lince,Atún (lata),3.0,Media,5.3,Tottus Lince,Supermercado,Lince,2025-03-01
631,Carla Huamán,Surquillo,Galletas (paquete),2.0,Baja,3.0,Mercado Surquillo,Mercado,Surquillo,2025-02-28
632,Ricardo López,Jesús María,Jugo (litro),2.0,Media,4.4,Tottus Jesús María,Supermercado,Jesús María,2025-02-28
633,Sofía Vargas,La Molina,Café (paquete),1.0,Alta,13.8,Vivanda La Molina,Supermercado,La Molina,2025-02-28
634,Juan Carlos Díaz,San Miguel,Té (paquete),1.0,Baja,2.5,Bodega San Miguel,Bodega,San Miguel,2025-02-27
635,Elena Rojas,Miraflores,Harina (kg),2.0,Media,3.2,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-27
636,Pedro Castillo,San Martín de Porres,Sal (kg),1.0,Alta,0.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-27
637,Kevin Pardo,Miraflores,Mayonesa (frasco),1.0,Baja,5.0,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-26
638,María Quispe,San Martín de Porres,Ketchup (frasco),1.0,Media,4.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-26
639,José García,San Isidro,Lentejas (kg),2.0,Alta,3.8,Wong San Isidro,Supermercado,San Isidro,2025-02-26
640,Ana Torres,Pueblo Libre,Shampoo (frasco),1.0,Baja,10.9,Metro San Borja,Supermercado,San Borja,2025-02-25
641,Carlos López,San Borja,Papel higiénico (paquete),2.0,Alta,7.5,Bodega La Esquina,Bodega,Miraflores,2025-02-25
642,Laura Sánchez,Lince,Queso (kg),1.0,Media,18.9,Tottus Lince,Supermercado,Lince,2025-02-25
643,Carla Huamán,Surquillo,Yogurt (unidad),3.0,Baja,2.5,Mercado Surquillo,Mercado,Surquillo,2025-02-24
644,Ricardo López,Jesús María,Manzana (kg),2.0,Alta,5.0,Tottus Jesús María,Supermercado,Jesús María,2025-02-24
645,Sofía Vargas,La Molina,Arroz (kg),3.0,Alta,3.1,Vivanda La Molina,Supermercado,La Molina,2025-02-24
646,Juan Carlos Díaz,San Miguel,Leche evaporada 400g,2.0,Media,2.3,Bodega San Miguel,Bodega,San Miguel,2025-02-23
647,Elena Rojas,Miraflores,Pechuga de pollo (kg),2.0,Alta,10.6,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-23
648,Pedro Castillo,San Martín de Porres,Plátano (kg),2.0,Alta,1.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-23
649,Kevin Pardo,Miraflores,Detergente líquido 1L,1.0,Baja,6.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-22
650,María Quispe,San Martín de Porres,Huevos (docena),1.0,Alta,11.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-22
651,José García,San Isidro,Tomate (kg),2.0,Media,2.4,Wong San Isidro,Supermercado,San Isidro,2025-02-22
652,Ana Torres,Pueblo Libre,Aceite (litro),1.0,Alta,9.0,Metro San Borja,Supermercado,San Borja,2025-02-21
653,Carlos López,San Borja,Azúcar (kg),2.0,Media,3.3,Bodega La Esquina,Bodega,Miraflores,2025-02-21
654,Laura Sánchez,Lince,Pasta (paquete),3.0,Baja,1.9,Tottus Lince,Supermercado,Lince,2025-02-21
655,Carla Huamán,Surquillo,Frijoles (kg),2.0,Alta,3.9,Mercado Surquillo,Mercado,Surquillo,2025-02-20
656,Ricardo López,Jesús María,Papa (kg),3.0,Media,1.0,Tottus Jesús María,Supermercado,Jesús María,2025-02-20
657,Sofía Vargas,La Molina,Cebolla (kg),2.0,Alta,1.4,Vivanda La Molina,Supermercado,La Molina,2025-02-20
658,Juan Carlos Díaz,San Miguel,Atún (lata),3.0,Media,5.3,Bodega San Miguel,Bodega,San Miguel,2025-02-19
659,Elena Rojas,Miraflores,Galletas (paquete),2.0,Baja,3.0,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-19
660,Pedro Castillo,San Martín de Porres,Jugo (litro),2.0,Media,4.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-19
661,Kevin Pardo,Miraflores,Café (paquete),1.0,Alta,13.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-18
662,María Quispe,San Martín de Porres,Té (paquete),1.0,Baja,2.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-18
663,José García,San Isidro,Harina (kg),2.0,Media,3.2,Wong San Isidro,Supermercado,San Isidro,2025-02-18
664,Ana Torres,Pueblo Libre,Sal (kg),1.0,Alta,0.5,Metro San Borja,Supermercado,San Borja,2025-02-17
665,Carlos López,San Borja,Mayonesa (frasco),1.0,Baja,5.0,Bodega La Esquina,Bodega,Miraflores,2025-02-17
666,Laura Sánchez,Lince,Ketchup (frasco),1.0,Media,4.0,Tottus Lince,Supermercado,Lince,2025-02-17
667,Carla Huamán,Surquillo,Lentejas (kg),2.0,Alta,3.8,Mercado Surquillo,Mercado,Surquillo,2025-02-16
668,Ricardo López,Jesús María,Shampoo (frasco),1.0,Baja,10.9,Tottus Jesús María,Supermercado,Jesús María,2025-02-16
669,Sofía Vargas,La Molina,Papel higiénico (paquete),2.0,Alta,7.5,Vivanda La Molina,Supermercado,La Molina,2025-02-16
670,Juan Carlos Díaz,San Miguel,Queso (kg),1.0,Media,18.9,Bodega San Miguel,Bodega,San Miguel,2025-02-15
671,Elena Rojas,Miraflores,Yogurt (unidad),3.0,Baja,2.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-15
672,Pedro Castillo,San Martín de Porres,Manzana (kg),2.0,Alta,5.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-15
673,Kevin Pardo,Miraflores,Arroz (kg),3.0,Alta,3.1,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-14
674,María Quispe,San Martín de Porres,Leche evaporada 400g,2.0,Media,2.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-14
675,José García,San Isidro,Pechuga de pollo (kg),2.0,Alta,10.6,Wong San Isidro,Supermercado,San Isidro,2025-02-14
676,Ana Torres,Pueblo Libre,Plátano (kg),2.0,Alta,1.7,Metro San Borja,Supermercado,San Borja,2025-02-13
677,Carlos López,San Borja,Detergente líquido 1L,1.0,Baja,6.8,Bodega La Esquina,Bodega,Miraflores,2025-02-13
678,Laura Sánchez,Lince,Huevos (docena),1.0,Alta,11.0,Tottus Lince,Supermercado,Lince,2025-02-13
679,Carla Huamán,Surquillo,Tomate (kg),2.0,Media,2.4,Mercado Surquillo,Mercado,Surquillo,2025-02-12
680,Ricardo López,Jesús María,Aceite (litro),1.0,Alta,9.0,Tottus Jesús María,Supermercado,Jesús María,2025-02-12
681,Sofía Vargas,La Molina,Azúcar (kg),2.0,Media,3.3,Vivanda La Molina,Supermercado,La Molina,2025-02-12
682,Juan Carlos Díaz,San Miguel,Pasta (paquete),3.0,Baja,1.9,Bodega San Miguel,Bodega,San Miguel,2025-02-11
683,Elena Rojas,Miraflores,Frijoles (kg),2.0,Alta,3.9,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-11
684,Pedro Castillo,San Martín de Porres,Papa (kg),3.0,Media,1.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-11
685,Kevin Pardo,Miraflores,Cebolla (kg),2.0,Alta,1.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-10
686,María Quispe,San Martín de Porres,Atún (lata),3.0,Media,5.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-10
687,José García,San Isidro,Galletas (paquete),2.0,Baja,3.0,Wong San Isidro,Supermercado,San Isidro,2025-02-10
688,Ana Torres,Pueblo Libre,Jugo (litro),2.0,Media,4.4,Metro San Borja,Supermercado,San Borja,2025-02-09
689,Carlos López,San Borja,Café (paquete),1.0,Alta,13.8,Bodega La Esquina,Bodega,Miraflores,2025-02-09
690,Laura Sánchez,Lince,Té (paquete),1.0,Baja,2.5,Tottus Lince,Supermercado,Lince,2025-02-09
691,Carla Huamán,Surquillo,Harina (kg),2.0,Media,3.2,Mercado Surquillo,Mercado,Surquillo,2025-02-08
692,Ricardo López,Jesús María,Sal (kg),1.0,Alta,0.5,Tottus Jesús María,Supermercado,Jesús María,2025-02-08
693,Sofía Vargas,La Molina,Mayonesa (frasco),1.0,Baja,5.0,Vivanda La Molina,Supermercado,La Molina,2025-02-08
694,Juan Carlos Díaz,San Miguel,Ketchup (frasco),1.0,Media,4.0,Bodega San Miguel,Bodega,San Miguel,2025-02-07
695,Elena Rojas,Miraflores,Lentejas (kg),2.0,Alta,3.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-07
696,Pedro Castillo,San Martín de Porres,Shampoo (frasco),1.0,Baja,10.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-07
697,Kevin Pardo,Miraflores,Papel higiénico (paquete),2.0,Alta,7.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-06
698,María Quispe,San Martín de Porres,Queso (kg),1.0,Media,18.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-06
699,José García,San Isidro,Yogurt (unidad),3.0,Baja,2.5,Wong San Isidro,Supermercado,San Isidro,2025-02-06
700,Ana Torres,Pueblo Libre,Manzana (kg),2.0,Alta,5.0,Metro San Borja,Supermercado,San Borja,2025-02-05
701,Carlos López,San Borja,Arroz (kg),3.0,Alta,3.1,Bodega La Esquina,Bodega,Miraflores,2025-02-05
702,Laura Sánchez,Lince,Leche evaporada 400g,2.0,Media,2.3,Tottus Lince,Supermercado,Lince,2025-02-05
703,Carla Huamán,Surquillo,Pechuga de pollo (kg),2.0,Alta,10.6,Mercado Surquillo,Mercado,Surquillo,2025-02-04
704,Ricardo López,Jesús María,Plátano (kg),2.0,Alta,1.7,Tottus Jesús María,Supermercado,Jesús María,2025-02-04
705,Sofía Vargas,La Molina,Detergente líquido 1L,1.0,Baja,6.8,Vivanda La Molina,Supermercado,La Molina,2025-02-04
706,Juan Carlos Díaz,San Miguel,Huevos (docena),1.0,Alta,11.0,Bodega San Miguel,Bodega,San Miguel,2025-02-03
707,Elena Rojas,Miraflores,Tomate (kg),2.0,Media,2.4,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-03
708,Pedro Castillo,San Martín de Porres,Aceite (litro),1.0,Alta,9.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-03
709,Kevin Pardo,Miraflores,Azúcar (kg),2.0,Media,3.3,Plaza Vea Miraflores,Supermercado,Miraflores,2025-02-02
710,María Quispe,San Martín de Porres,Pasta (paquete),3.0,Baja,1.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-02-02
711,José García,San Isidro,Frijoles (kg),2.0,Alta,3.9,Wong San Isidro,Supermercado,San Isidro,2025-02-02
712,Ana Torres,Pueblo Libre,Papa (kg),3.0,Media,1.0,Metro San Borja,Supermercado,San Borja,2025-02-01
713,Carlos López,San Borja,Cebolla (kg),2.0,Alta,1.4,Bodega La Esquina,Bodega,Miraflores,2025-02-01
714,Laura Sánchez,Lince,Atún (lata),3.0,Media,5.3,Tottus Lince,Supermercado,Lince,2025-02-01
715,Carla Huamán,Surquillo,Galletas (paquete),2.0,Baja,3.0,Mercado Surquillo,Mercado,Surquillo,2025-01-31
716,Ricardo López,Jesús María,Jugo (litro),2.0,Media,4.4,Tottus Jesús María,Supermercado,Jesús María,2025-01-31
717,Sofía Vargas,La Molina,Café (paquete),1.0,Alta,13.8,Vivanda La Molina,Supermercado,La Molina,2025-01-31
718,Juan Carlos Díaz,San Miguel,Té (paquete),1.0,Baja,2.5,Bodega San Miguel,Bodega,San Miguel,2025-01-30
719,Elena Rojas,Miraflores,Harina (kg),2.0,Media,3.2,Plaza Vea Miraflores,Supermercado,Miraflores,2025-01-30
720,Pedro Castillo,San Martín de Porres,Sal (kg),1.0,Alta,0.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-01-30
721,Kevin Pardo,Miraflores,Mayonesa (frasco),1.0,Baja,5.0,Plaza Vea Miraflores,Supermercado,Miraflores,2025-01-29
722,María Quispe,San Martín de Porres,Ketchup (frasco),1.0,Media,4.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-01-29
723,José García,San Isidro,Lentejas (kg),2.0,Alta,3.8,Wong San Isidro,Supermercado,San Isidro,2025-01-29
724,Ana Torres,Pueblo Libre,Shampoo (frasco),1.0,Baja,10.9,Metro San Borja,Supermercado,San Borja,2025-01-28
725,Carlos López,San Borja,Papel higiénico (paquete),2.0,Alta,7.5,Bodega La Esquina,Bodega,Miraflores,2025-01-28
726,Laura Sánchez,Lince,Queso (kg),1.0,Media,18.9,Tottus Lince,Supermercado,Lince,2025-01-28
727,Carla Huamán,Surquillo,Yogurt (unidad),3.0,Baja,2.5,Mercado Surquillo,Mercado,Surquillo,2025-01-27
728,Ricardo López,Jesús María,Manzana (kg),2.0,Alta,5.0,Tottus Jesús María,Supermercado,Jesús María,2025-01-27
729,Sofía Vargas,La Molina,Arroz (kg),3.0,Alta,3.1,Vivanda La Molina,Supermercado,La Molina,2025-01-27
730,Juan Carlos Díaz,San Miguel,Leche evaporada 400g,2.0,Media,2.3,Bodega San Miguel,Bodega,San Miguel,2025-01-26
731,Elena Rojas,Miraflores,Pechuga de pollo (kg),2.0,Alta,10.6,Plaza Vea Miraflores,Supermercado,Miraflores,2025-01-26
732,Pedro Castillo,San Martín de Porres,Plátano (kg),2.0,Alta,1.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-01-26
733,Kevin Pardo,Miraflores,Detergente líquido 1L,1.0,Baja,6.8,Plaza Vea Miraflores,Supermercado,Miraflores,2025-01-25
734,María Quispe,San Martín de Porres,Huevos (docena),1.0,Alta,11.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-01-25
735,José García,San Isidro,Tomate (kg),2.0,Media,2.4,Wong San Isidro,Supermercado,San Isidro,2025-01-25
736,Ana Torres,Pueblo Libre,Aceite (litro),1.0,Alta,9.0,Metro San Borja,Supermercado,San Borja,2025-01-24
737,Carlos López,San Borja,Azúcar (kg),2.0,Media,3.3,Bodega La Esquina,Bodega,Miraflores,2025-01-24
738,Laura Sánchez,Lince,Pasta (paquete),3.0,Baja,1.9,Tottus Lince,Supermercado,Lince,2025-01-24
739,Carla Huamán,Surquillo,Frijoles (kg),2.0,Alta,3.9,Mercado Surquillo,Mercado,Surquillo,2025-01-23
740,Ricardo López,Jesús María,Papa (kg),3.0,Media,1.0,Tottus Jesús María,Supermercado,Jesús María,2025-01-23
1000,Juan Carlos Díaz,San Miguel,Café (paquete),1.0,Alta,13.5,Bodega San Miguel,Bodega,San Miguel,2025-10-26
1001,Kevin Pardo,Miraflores,Té (paquete),1.0,Baja,2.1,Plaza Vea Miraflores,Supermercado,Miraflores,2025-10-27
1002,María Quispe,San Martín de Porres,Harina (kg),2.0,Media,2.8,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-27
1003,José Alvarez,SMP,Sal (kg),1.0,Alta,0.2,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-27
1004,Luis Ramírez,Surco,Mayonesa (frasco),1.0,Baja,4.5,Wong Surco,Supermercado,Surco,2025-10-27
1005,Ana Torres,Comas,Ketchup (frasco),1.0,Media,3.5,Bodega San Pedro,Bodega,Comas,2025-10-27
1006,Jorge Medina,San Borja,Lentejas (kg),2.0,Alta,3.2,Plaza Vea San Borja,Supermercado,San Borja,2025-10-27
1007,Ana Torres,Pueblo Libre,Shampoo (frasco),1.0,Baja,10.4,Metro San Borja,Supermercado,San Borja,2025-10-27
1008,Carlos López,San Borja,Papel higiénico (paquete),2.0,Alta,7.0,Vivanda La Molina,Supermercado,La Molina,2025-10-27
1009,Laura Sánchez,Lince,Queso (kg),1.0,Media,18.4,Tottus Lince,Supermercado,Lince,2025-10-27
1010,José García,San Isidro,Yogurt (unidad),3.0,Baja,1.9,Wong San Isidro,Supermercado,San Isidro,2025-10-27
1011,Carla Huamán,Callao,Manzana (kg),2.0,Alta,4.6,Mercado Callao,Mercado,Callao,2025-10-28
1012,Ricardo López,La Molina,Arroz (kg),3.0,Alta,2.8,Wong La Molina,Supermercado,La Molina,2025-10-28
1013,Sofía Vargas,San Isidro,Leche evaporada 400g,2.0,Media,2.0,Metro San Isidro,Supermercado,San Isidro,2025-10-28
1014,Juan Carlos Díaz,Villa El Salvador,Pechuga de pollo (kg),2.0,Alta,10.0,Mercado VES,Mercado,Villa El Salvador,2025-10-28
1015,Elena Rojas,Chorrillos,Plátano (kg),2.0,Alta,1.3,Bodega Chorrillos,Bodega,Chorrillos,2025-10-28
1016,Pedro Castillo,SMP,Detergente líquido 1L,1.0,Baja,6.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-28
1017,Carla Huamán,Surquillo,Huevos (docena),1.0,Alta,10.6,Mercado Surquillo,Mercado,Surquillo,2025-10-28
1018,Ricardo López,Jesús María,Tomate (kg),2.0,Media,2.8,Tottus Jesús María,Supermercado,Jesús María,2025-10-28
1019,Sofía Vargas,La Molina,Aceite (litro),1.0,Alta,8.6,Vivanda La Molina,Supermercado,La Molina,2025-10-28
1020,Juan Carlos Díaz,San Miguel,Azúcar (kg),2.0,Media,3.0,Bodega San Miguel,Bodega,San Miguel,2025-10-28
1021,Kevin Pardo,Miraflores,Pasta (paquete),3.0,Baja,1.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-10-29
1022,María Quispe,San Martín de Porres,Frijoles (kg),2.0,Alta,3.2,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-29
1023,José Alvarez,SMP,Papa (kg),3.0,Media,0.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-29
1024,Luis Ramírez,Surco,Cebolla (kg),2.0,Alta,1.0,Wong Surco,Supermercado,Surco,2025-10-29
1025,Ana Torres,Comas,Atún (lata),3.0,Media,4.8,Bodega San Pedro,Bodega,Comas,2025-10-29
1026,Jorge Medina,San Borja,Galletas (paquete),2.0,Baja,2.4,Plaza Vea San Borja,Supermercado,San Borja,2025-10-29
1027,Ana Torres,Pueblo Libre,Jugo (litro),2.0,Media,4.0,Metro San Borja,Supermercado,San Borja,2025-10-29
1028,Carlos López,San Borja,Café (paquete),1.0,Alta,13.4,Vivanda La Molina,Supermercado,La Molina,2025-10-29
1029,Laura Sánchez,Lince,Té (paquete),1.0,Baja,2.0,Tottus Lince,Supermercado,Lince,2025-10-29
1030,José García,San Isidro,Harina (kg),2.0,Media,2.7,Wong San Isidro,Supermercado,San Isidro,2025-10-29
1031,Carla Huamán,Callao,Sal (kg),1.0,Alta,0.1,Mercado Callao,Mercado,Callao,2025-10-30
1032,Ricardo López,La Molina,Mayonesa (frasco),1.0,Baja,4.4,Wong La Molina,Supermercado,La Molina,2025-10-30
1033,Sofía Vargas,San Isidro,Ketchup (frasco),1.0,Media,3.4,Metro San Isidro,Supermercado,San Isidro,2025-10-30
1034,Juan Carlos Díaz,Villa El Salvador,Lentejas (kg),2.0,Alta,3.1,Mercado VES,Mercado,Villa El Salvador,2025-10-30
1035,Elena Rojas,Chorrillos,Shampoo (frasco),1.0,Baja,10.3,Bodega Chorrillos,Bodega,Chorrillos,2025-10-30
1036,Pedro Castillo,SMP,Papel higiénico (paquete),2.0,Alta,6.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-10-30
1037,Carla Huamán,Surquillo,Queso (kg),1.0,Media,18.3,Mercado Surquillo,Mercado,Surquillo,2025-10-30
